valor,dec,nome,bloco,status,leituras,escritas,arquivos,mapas,escopo,comentario
0x372,882,FLAG_GET_HEADBUTT,SCRIPT/EVENT,SO_ESCRITA,0,4,4,AzaleaTown_Gym;IlexForest,MULTI_MAPA(2),
0x373,883,FLAG_HIDE_SILVER_CHERRYGROVE,SCRIPT/EVENT,EM_USO,0,5,7,CherrygroveCity;Route30_MrPokemonsHouse,GLOBAL(codigo),
0x374,884,FLAG_HIDE_GUIDE_GENT_CHERRYGROVE,SCRIPT/EVENT,EM_USO,0,5,7,CherrygroveCity;Route30_MrPokemonsHouse,GLOBAL(codigo),
0x375,885,FLAG_HIDE_ROUTE_30_NPCS,SCRIPT/EVENT,EM_USO,0,2,4,NewBarkTown_PlayersHouse_1F;Route30,GLOBAL(codigo),
0x376,886,FLAG_DELIVERED_EGG,SCRIPT/EVENT,EM_USO,0,3,6,Route30_MrPokemonsHouse,GLOBAL(codigo),
0x377,887,FLAG_HIDE_MRPOKEMON,SCRIPT/EVENT,SO_ESCRITA,0,1,1,,GLOBAL(codigo),
0x378,888,FLAG_HIDE_BATTLE_TOWER_OPPONENT,SCRIPT/EVENT,EM_USO,0,2,5,BattleFrontier_BattleTowerBattleRoom;BattleFrontier_BattleTowerMultiBattleRoom;GoldenrodBattleArcadeBattleRoom,GLOBAL(codigo),
0x379,889,FLAG_RECEIVED_MYSTERY_EGG,SCRIPT/EVENT,EM_USO,7,4,10,NewBarkTown_Lab;Route32;VioletCity;VioletCity_PokemonCenter,GLOBAL(codigo),Formerly FLAG_RECEIVED_TOGEPI_EGG; ID preserved for existing saves
0x37A,890,FLAG_HIDE_VIOLET_CITY_GLADION,SCRIPT/EVENT,EM_USO,0,7,7,VioletCity;VioletCity_PokemonCenter,GLOBAL(codigo),Formerly FLAG_HIDE_VIOLET_CITY_AIDE; ID preserved for existing saves
0x37B,891,FLAG_HIDE_SPROUT_TOWER_SILVER,SCRIPT/EVENT,EM_USO,2,6,7,Route32;SproutTower_3F;VioletCity,MULTI_MAPA(3),
0x37C,892,FLAG_HIDE_JOHTO_GYM_LEADERS,SCRIPT/EVENT,EM_USO,0,2,3,VioletCity;VioletCity_Gym,MULTI_MAPA(2),
0x37D,893,FLAG_HIDE_AZALEA_TOWN_ROCKETS,SCRIPT/EVENT,EM_USO,4,4,8,AzaleaTown;AzaleaTown_House1;Route32;SlowpokeWell_B1F,MULTI_MAPA(4),
0x37E,894,FLAG_HIDE_AZALEA_TOWN_SLOWPOKE,SCRIPT/EVENT,EM_USO,0,4,6,AzaleaTown;AzaleaTown_KurtsHouse;SlowpokeWell_B1F,MULTI_MAPA(3),
0x37F,895,FLAG_HIDE_AZALEA_TOWN_SILVER,SCRIPT/EVENT,EM_USO,0,12,3,AzaleaTown,MAPA_UNICO:AzaleaTown,
0x380,896,FLAG_HIDE_AZALEA_TOWN_FARFETCHD,SCRIPT/EVENT,EM_USO,0,6,7,AzaleaTown;AzaleaTown_Gym;AzaleaTown_House1;IlexForest,MULTI_MAPA(4),
0x381,897,FLAG_HIDE_ILEX_FOREST_FARFETCHD,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x382,898,FLAG_HIDE_KURT_1,SCRIPT/EVENT,EM_USO,2,10,8,AzaleaTown;AzaleaTown_KurtsHouse;SlowpokeWell_B1F,MULTI_MAPA(3),
0x383,899,FLAG_HIDE_KURT_2,SCRIPT/EVENT,EM_USO,2,4,7,AzaleaTown;AzaleaTown_KurtsHouse;SlowpokeWell_B1F,MULTI_MAPA(3),
0x384,900,FLAG_HIDE_AZALEA_TOWN_WELL_ROCKET,SCRIPT/EVENT,EM_USO,0,6,5,AzaleaTown;AzaleaTown_KurtsHouse,MULTI_MAPA(2),
0x385,901,FLAG_HIDE_VIOLET_CITY_KIMONO_GIRL,SCRIPT/EVENT,EM_USO,0,6,5,VioletCity;VioletCity_PokemonCenter,MULTI_MAPA(2),
0x386,902,FLAG_HIDE_CHERRYGROVE_GUIDE_GENT_HOUSE,SCRIPT/EVENT,EM_USO,0,10,5,CherrygroveCity;CherrygroveCity_House2;Route30_MrPokemonsHouse,MULTI_MAPA(3),
0x387,903,FLAG_UNLOCKED_KURT_BALLS,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x388,904,FLAG_HIDE_AZALEA_TOWN_KURT,SCRIPT/EVENT,EM_USO,0,6,3,AzaleaTown,MAPA_UNICO:AzaleaTown,
0x389,905,FLAG_HIDE_SLOWPOKE_WELL_KURT,SCRIPT/EVENT,EM_USO,0,2,3,SlowpokeWell_B1F,MAPA_UNICO:SlowpokeWell_B1F,
0x38A,906,FLAG_HIDE_ILEX_FOREST_FARFETCHD_1,SCRIPT/EVENT,EM_USO,0,12,7,AzaleaTown;AzaleaTown_Gym;IlexForest,MULTI_MAPA(3),
0x38B,907,FLAG_HIDE_ILEX_FOREST_FARFETCHD_2,SCRIPT/EVENT,EM_USO,0,10,5,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x38C,908,FLAG_HIDE_ILEX_FOREST_FARFETCHD_3,SCRIPT/EVENT,EM_USO,0,10,5,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x38D,909,FLAG_HIDE_ILEX_FOREST_FARFETCHD_4,SCRIPT/EVENT,EM_USO,0,8,5,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x38E,910,FLAG_HIDE_ILEX_FOREST_APPRENTICE,SCRIPT/EVENT,EM_USO,0,8,7,AzaleaTown;AzaleaTown_Gym;IlexForest,MULTI_MAPA(3),
0x38F,911,FLAG_HIDE_ILEX_FOREST_MASTER,SCRIPT/EVENT,EM_USO,0,8,5,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x390,912,FLAG_HIDE_ILEX_FOREST_KIMONO,SCRIPT/EVENT,EM_USO,0,6,5,AzaleaTown;IlexForest,MULTI_MAPA(2),
0x391,913,FLAG_HIDE_GOLDENROD_ROCKET_SCOUT,SCRIPT/EVENT,EM_USO,2,3,5,GoldenrodCity;GoldenrodCity_RadioTower_2F;Mahoganytown,MULTI_MAPA(3),
0x392,914,FLAG_HIDE_GOLDENROD_ROCKETS,SCRIPT/EVENT,EM_USO,0,5,12,GoldenrodCity;GoldenrodCity_RadioTower_2F;GoldenrodCity_RadioTower_3F;GoldenrodCity_RadioTower_4F,MULTI_MAPA(8),
0x393,915,FLAG_HIDE_GOLDENROD_NPCS,SCRIPT/EVENT,EM_USO,0,7,12,GoldenrodCity;GoldenrodCity_RadioTower_1F;GoldenrodCity_RadioTower_2F;GoldenrodCity_RadioTower_3F,MULTI_MAPA(9),"Set, however has no purpose."
0x394,916,FLAG_RECEIVED_SQUIRTBOTTLE,SCRIPT/EVENT,EM_USO,6,4,9,GoldenrodCity;GoldenrodCity_FlowerShop;Route36,MULTI_MAPA(3),
0x395,917,FLAG_UNLOCKED_GOLDENROD_UNDERGROUND_DOOR,SCRIPT/EVENT,EM_USO,4,4,4,GoldenrodCity;GoldenrodCity_UndergroundTunnel,MULTI_MAPA(2),
0x396,918,FLAG_HIDE_BATTLE_TOWER_REPORTER,SCRIPT/EVENT,EM_USO,0,5,4,BattleFrontier_OutsideEast,GLOBAL(codigo),
0x397,919,FLAG_HIDE_GOLDENROD_UNDERGROUND_KIMONO,SCRIPT/EVENT,EM_USO,0,8,7,GoldenrodCity;GoldenrodCity_RadioTower_5F;GoldenrodCity_UndergroundTunnel,MULTI_MAPA(3),
0x398,920,FLAG_HIDE_GOLDENROD_UNDERGROUND_SILVER,SCRIPT/EVENT,EM_USO,0,5,4,GoldenrodCity;GoldenrodCity_UndergroundSwitches,MULTI_MAPA(2),
0x399,921,FLAG_GOLDENROD_SWITCH_1,SCRIPT/EVENT,EM_USO,3,2,1,GoldenrodCity_UndergroundSwitches,MAPA_UNICO:GoldenrodCity_UndergroundSwitches,
0x39A,922,FLAG_GOLDENROD_SWITCH_2,SCRIPT/EVENT,EM_USO,3,2,1,GoldenrodCity_UndergroundSwitches,MAPA_UNICO:GoldenrodCity_UndergroundSwitches,
0x39B,923,FLAG_GOLDENROD_SWITCH_3,SCRIPT/EVENT,EM_USO,3,2,1,GoldenrodCity_UndergroundSwitches,MAPA_UNICO:GoldenrodCity_UndergroundSwitches,
0x39C,924,FLAG_GOLDENROD_ALL_SHUTTERS_OPEN,SCRIPT/EVENT,EM_USO,2,3,1,GoldenrodCity_UndergroundSwitches,MAPA_UNICO:GoldenrodCity_UndergroundSwitches,
0x39D,925,FLAG_COMPLETED_SWITCHES,SCRIPT/EVENT,EM_USO,5,3,3,GoldenrodCity;GoldenrodCity_UndergroundSwitches,MULTI_MAPA(2),
0x39E,926,FLAG_HIDE_GOLDENROD_BEAUTY,SCRIPT/EVENT,EM_USO,0,4,5,GoldenrodCity;GoldenrodCity_RadioTower_1F,MULTI_MAPA(2),
0x39F,927,FLAG_ENABLE_RADIO,SCRIPT/EVENT,EM_USO,4,9,8,GoldenrodCity;GoldenrodCity_RadioTower_1F;GoldenrodCity_RadioTower_2F,GLOBAL(codigo),Completed the Radio Tower quiz; value retained for old saves.
0x3A0,928,FLAG_KANTO_RADIO_GOT,SCRIPT/EVENT,EM_USO,3,4,5,GoldenrodCity;LavenderTown_RadioStation;SSAqua_1F;VermilionCity,MULTI_MAPA(4),
0x3A1,929,FLAG_HIDE_RADIOTOWER_GATE,SCRIPT/EVENT,EM_USO,2,3,3,GoldenrodCity;GoldenrodCity_RadioTower_3F,MULTI_MAPA(2),
0x3A2,930,FLAG_HIDE_ROCKET_GOLDENROD_RADIOTOWER_1,SCRIPT/EVENT,EM_USO,0,5,6,GoldenrodCity;GoldenrodCity_RadioTower_1F;Mahoganytown,MULTI_MAPA(3),
0x3A3,931,FLAG_HIDE_GOLDENROD_RADIOTOWER_DIRECTOR,SCRIPT/EVENT,EM_USO,0,8,5,GoldenrodCity;GoldenrodCity_RadioTower_5F,MULTI_MAPA(2),
0x3A4,932,FLAG_HIDE_GOLDENROD_RADIOTOWER_PETREL,SCRIPT/EVENT,EM_USO,0,8,5,GoldenrodCity;GoldenrodCity_RadioTower_5F,MULTI_MAPA(2),
0x3A5,933,FLAG_HIDE_GOLDENROD_RADIOTOWER_DIRECTOR_2,SCRIPT/EVENT,EM_USO,0,8,5,GoldenrodCity;GoldenrodCity_RadioTower_5F,MULTI_MAPA(2),
0x3A6,934,FLAG_RELEASED_BEASTS,SCRIPT/EVENT,EM_USO,2,3,3,BurnedTower_B1F;EcruteakCity,MULTI_MAPA(2),
0x3A7,935,FLAG_HIDE_REGIROCK,SCRIPT/EVENT,EM_USO,0,4,6,PokemonLeague_HallOfFame;RegirockChamber,MULTI_MAPA(2),
0x3A8,936,FLAG_HIDE_REGICE,SCRIPT/EVENT,EM_USO,0,4,6,IslandCave;PokemonLeague_HallOfFame;SnowtopMountain_B1F_2,MULTI_MAPA(3),
0x3A9,937,FLAG_HIDE_REGISTEEL,SCRIPT/EVENT,EM_USO,0,4,6,PokemonLeague_HallOfFame;RailwayCave_Registeel_Room,MULTI_MAPA(2),
0x3AA,938,FLAG_AMPHAROS_HEALED,SCRIPT/EVENT,EM_USO,6,4,9,CianwoodCity;CliffEdgeGate;EcruteakCity;OlivineCity,MULTI_MAPA(5),
0x3AB,939,FLAG_HIDE_ECRUTEAK_BILL,SCRIPT/EVENT,EM_USO,0,3,4,EcruteakCity;EcruteakCity_PokemonCenter,MULTI_MAPA(2),
0x3AC,940,FLAG_HIDE_ECRUTEAK_ROCKET,SCRIPT/EVENT,EM_USO,0,4,4,EcruteakCity;EcruteakCity_Theater,MULTI_MAPA(2),
0x3AD,941,FLAG_HIDE_ECRUTEAK_CITY_THEATER_KIMONOS,SCRIPT/EVENT,EM_USO,0,8,8,EcruteakCity;EcruteakCity_Theater;NewBarkTown_Lab;TinTower_RoofDay,MULTI_MAPA(5),
0x3AE,942,FLAG_HIDE_BURNED_TOWER_NPCS,SCRIPT/EVENT,EM_USO,0,3,4,BurnedTower_1F;BurnedTower_B1F;EcruteakCity,MULTI_MAPA(3),
0x3AF,943,FLAG_HIDE_BURNED_TOWER_BEASTS,SCRIPT/EVENT,EM_USO,0,3,4,BurnedTower_B1F;EcruteakCity,MULTI_MAPA(2),
0x3B0,944,FLAG_HIDE_BURNED_TOWER_B1F_EUSINE,SCRIPT/EVENT,EM_USO,0,3,4,BurnedTower_B1F;EcruteakCity,MULTI_MAPA(2),
0x3B1,945,FLAG_HIDE_ECRUTEAK_CITY_SAGE,SCRIPT/EVENT,EM_USO,0,3,4,BurnedTower_B1F;EcruteakCity,MULTI_MAPA(2),
0x3B2,946,FLAG_CAUGHT_ENTEI,SCRIPT/EVENT,SO_ESCRITA,0,2,2,EcruteakCity,MAPA_UNICO:EcruteakCity,
0x3B3,947,FLAG_CAUGHT_RAIKOU,SCRIPT/EVENT,SO_ESCRITA,0,2,2,EcruteakCity,MAPA_UNICO:EcruteakCity,
0x3B4,948,FLAG_HIDE_ROUTE39_SHADOW,SCRIPT/EVENT,SO_ESCRITA,0,2,2,EcruteakCity,MAPA_UNICO:EcruteakCity,
0x3B5,949,FLAG_HIDE_OLIVINE_SILVER,SCRIPT/EVENT,EM_USO,2,2,2,OlivineCity,MAPA_UNICO:OlivineCity,
0x3B6,950,FLAG_HIDE_OLIVINE_CITY_GYM_JASMINE,SCRIPT/EVENT,EM_USO,0,3,4,OlivineCity;OlivineCity_Gym;OlivineCity_Lighthouse,MULTI_MAPA(3),
0x3B7,951,FLAG_HIDE_LIGHTHOUSE_JASMINE,SCRIPT/EVENT,EM_USO,0,3,4,OlivineCity;OlivineCity_Lighthouse,MULTI_MAPA(2),
0x3B8,952,FLAG_HIDE_ROUTE42_EUSINE,SCRIPT/EVENT,EM_USO,0,4,4,EcruteakCity;Route42,MULTI_MAPA(2),
0x3B9,953,FLAG_HIDE_ROUTE42_SUICUNE,SCRIPT/EVENT,EM_USO,4,3,7,CianwoodCity;EcruteakCity;Route42;Route43,MULTI_MAPA(4),
0x3BA,954,FLAG_GOT_TYROGUE,SCRIPT/EVENT,EM_USO,1,3,4,EcruteakCity;MtMortar_B1F,MULTI_MAPA(2),
0x3BB,955,FLAG_BEAT_KIYO,SCRIPT/EVENT,EM_USO,1,3,3,EcruteakCity;MtMortar_B1F,MULTI_MAPA(2),
0x3BC,956,FLAG_OLIVINE_NPC_TRADE_COMPLETED,SCRIPT/EVENT,EM_USO,1,1,3,OlivineCity_House3,MAPA_UNICO:OlivineCity_House3,
0x3BD,957,FLAG_HIDE_CIANWOOD_EUSINE,SCRIPT/EVENT,EM_USO,0,6,4,CianwoodCity;OlivineCity,MULTI_MAPA(2),
0x3BE,958,FLAG_HIDE_CIANWOOD_SUICUNE,SCRIPT/EVENT,EM_USO,0,4,4,CianwoodCity;OlivineCity,MULTI_MAPA(2),
0x3BF,959,FLAG_HIDE_ROCKETHIDEOUT_ROCKETS,SCRIPT/EVENT,EM_USO,0,7,4,Mahoganytown;RocketHideout;RocketHideout_B1F,MULTI_MAPA(3),
0x3C0,960,FLAG_ROCKETHIDEOUT_SWITCH,SCRIPT/EVENT,EM_USO,1,4,2,Mahoganytown;RocketHideout_B1F,MULTI_MAPA(2),
0x3C1,961,FLAG_HIDE_ROCKETHIDEOUT2_LANCE_DRAGONITE,SCRIPT/EVENT,EM_USO,0,7,4,Mahoganytown;RocketHideout_B1F;RocketHideout_B2F,MULTI_MAPA(3),
0x3C2,962,FLAG_HIDE_ROCKETHIDEOUT2_GATE,SCRIPT/EVENT,EM_USO,1,3,3,Mahoganytown;RocketHideout_B1F;RocketHideout_B2F,MULTI_MAPA(3),
0x3C3,963,FLAG_HIDE_ROCKETHIDEOUT_ELECTRODE1,SCRIPT/EVENT,EM_USO,0,1,2,Mahoganytown;RocketHideout_B2F,MULTI_MAPA(2),
0x3C4,964,FLAG_HIDE_ROCKETHIDEOUT_ELECTRODE2,SCRIPT/EVENT,EM_USO,0,1,2,Mahoganytown;RocketHideout_B2F,MULTI_MAPA(2),
0x3C5,965,FLAG_HIDE_ROCKETHIDEOUT_ELECTRODE3,SCRIPT/EVENT,EM_USO,0,1,2,Mahoganytown;RocketHideout_B2F,MULTI_MAPA(2),
0x3C6,966,FLAG_HIDE_ROCKETHIDEOUT3_LANCE_DRAGONITE,SCRIPT/EVENT,EM_USO,0,1,2,RocketHideout_B3F,MAPA_UNICO:RocketHideout_B3F,
0x3C7,967,FLAG_HIDE_ROCKETHIDEOUT3_SILVER,SCRIPT/EVENT,EM_USO,0,4,4,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3C8,968,FLAG_HIDE_ROCKETHIDEOUT3_GATE,SCRIPT/EVENT,EM_USO,2,3,3,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3C9,969,FLAG_GOT_PASSWORD_FROM_ETO,SCRIPT/EVENT,EM_USO,1,3,3,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3CA,970,FLAG_GOT_PASSWORD_FROM_GRUNTF,SCRIPT/EVENT,EM_USO,1,3,3,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3CB,971,FLAG_HIDE_ROCKETHIDEOUT3_PETREL,SCRIPT/EVENT,EM_USO,0,5,4,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3CC,972,FLAG_HIDE_ROCKETHIDEOUT3_GIOVANNI,SCRIPT/EVENT,EM_USO,0,4,4,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3CD,973,FLAG_HIDE_ROCKETHIDEOUT3_MURKROW,SCRIPT/EVENT,EM_USO,0,3,4,Mahoganytown;RocketHideout_B1F;RocketHideout_B3F,MULTI_MAPA(3),
0x3CE,974,FLAG_HIDE_ROCKETHIDEOUT2_MURKROWSTAIRS,SCRIPT/EVENT,EM_USO,0,4,5,Mahoganytown;RocketHideout_B1F;RocketHideout_B2F;RocketHideout_B3F,MULTI_MAPA(4),
0x3CF,975,FLAG_HIDE_ROCKETHIDEOUT2_MURKROWGATE,SCRIPT/EVENT,EM_USO,0,5,5,Mahoganytown;RocketHideout_B1F;RocketHideout_B2F;RocketHideout_B3F,MULTI_MAPA(4),
0x3D0,976,FLAG_HIDE_ROCKETHIDEOUT3_MURKROWSTAIRS,SCRIPT/EVENT,EM_USO,0,5,5,Mahoganytown;RocketHideout_B1F;RocketHideout_B2F;RocketHideout_B3F,MULTI_MAPA(4),
0x3D1,977,FLAG_HIDE_ROCKETHIDEOUT2_ARIANA_AND_GRUNT,SCRIPT/EVENT,EM_USO,0,7,5,Mahoganytown;RocketHideout_B1F;RocketHideout_B2F;RocketHideout_B3F,MULTI_MAPA(4),
0x3D2,978,FLAG_HIDE_ROCKETHIDEOUT2_ELECTRODE_1,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x3D3,979,FLAG_HIDE_ROCKETHIDEOUT2_ELECTRODE_2,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x3D4,980,FLAG_HIDE_ROCKETHIDEOUT2_ELECTRODE_3,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x3D5,981,FLAG_HIDE_ICE_PATH_KIMONO,SCRIPT/EVENT,EM_USO,0,3,4,IcePath_1F;Mahoganytown,MULTI_MAPA(2),
0x3D6,982,FLAG_BLACKTHORN_NPC_TRADE_COMPLETED,SCRIPT/EVENT,EM_USO,2,2,2,BlackthornCity_House2,MAPA_UNICO:BlackthornCity_House2,
0x3D7,983,FLAG_HIDE_TOHJO_GIOVANNI,SCRIPT/EVENT,SO_ESCRITA,0,1,1,,GLOBAL(codigo),
0x3D8,984,FLAG_HIDE_ECRUTEAK_SILVER,SCRIPT/EVENT,EM_USO,0,8,5,EcruteakCity;NewBarkTown_Lab,MULTI_MAPA(2),
0x3D9,985,FLAG_HIDE_ECRUTEAK_CITY_THEATER_NPCS,SCRIPT/EVENT,EM_USO,0,6,7,EcruteakCity;EcruteakCity_Theater;NewBarkTown_Lab;TinTower_RoofDay,MULTI_MAPA(5),
0x3DA,986,FLAG_HIDE_ECRUTEAK_CITY_THEATER_ZUKI,SCRIPT/EVENT,EM_USO,0,6,6,EcruteakCity;EcruteakCity_Theater;TinTower_RoofDay;WhirlIslands_LugiaChamber,MULTI_MAPA(4),
0x3DB,987,FLAG_HIDE_TINTOWER_GUARD,SCRIPT/EVENT,EM_USO,2,7,7,EcruteakCity;EcruteakCity_SageOffice1;EcruteakCity_Theater;GoldenrodCity_RadioTower_5F,MULTI_MAPA(5),
0x3DC,988,FLAG_HIDE_WHIRLISLANDS_GUARD,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x3DD,989,FLAG_HIDE_VICTORY_ROAD_SILVER,SCRIPT/EVENT,EM_USO,0,1,2,VictoryRoadKanto_1F,GLOBAL(codigo),
0x3DE,990,FLAG_HIDE_INDIGO_PLATEAU_SILVER,SCRIPT/EVENT,EM_USO,0,2,3,IndigoPlateau_PokemonCenter;MtMoon_Cave,GLOBAL(codigo),
0x3DF,991,FLAG_HIDE_INDIGO_PLATEAU_MARY_OAK,SCRIPT/EVENT,EM_USO,0,1,2,PokemonLeague_ChampionsRoom,GLOBAL(codigo),
0x3E0,992,FLAG_HIDE_SSAQUA_1F_GRANDPA,SCRIPT/EVENT,EM_USO,0,5,5,NewBarkTown_Lab;SSAqua_1F,GLOBAL(codigo),
0x3E1,993,FLAG_HIDE_SSAQUA_ROOM_SSE_GRANDDAUGHTER,SCRIPT/EVENT,EM_USO,0,2,3,SSAqua_1F;SSAqua_CaptainsRoom;SSAqua_RoomSSE,MULTI_MAPA(3),
0x3E2,994,FLAG_HIDE_SSAQUA_SAILOR,SCRIPT/EVENT,EM_USO,1,1,3,SSAqua_1F;SSAqua_B1F;SSAqua_RoomNW,MULTI_MAPA(3),
0x3E3,995,FLAG_HIDE_SSAQUA_CAPTAINS_ROOM_GRANDDAUGHTER,SCRIPT/EVENT,EM_USO,0,2,3,SSAqua_1F;SSAqua_CaptainsRoom,MULTI_MAPA(2),
0x3E4,996,FLAG_HIDE_SOOTOPOLIS_CITY_RAYQUAZA,SCRIPT/EVENT,EM_USO,1,0,2,SootopolisCity,GLOBAL(codigo),unused
0x3E5,997,FLAG_HIDE_SOOTOPOLIS_CITY_KYOGRE,SCRIPT/EVENT,EM_USO,0,1,2,SootopolisCity,MAPA_UNICO:SootopolisCity,unused
0x3E6,998,FLAG_HIDE_SOOTOPOLIS_CITY_GROUDON,SCRIPT/EVENT,EM_USO,0,1,2,SootopolisCity,MAPA_UNICO:SootopolisCity,unused
0x3E7,999,FLAG_HIDE_INSIDE_ALPH_NPCS,SCRIPT/EVENT,EM_USO,0,4,2,RuinsOfAlph_B1F;RuinsOfAlph_PuzzleAndRewardChambers,MULTI_MAPA(2),
0x3E8,1000,FLAG_ITEM_GARBAGEFLAG,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,HnS ItemFlags Block 2
0x3E9,1001,FLAG_ITEM_ROUTE39_NUGGET,SCRIPT/EVENT,EM_USO,0,0,1,Route39,MAPA_UNICO:Route39,
0x3EA,1002,FLAG_ITEM_ROUTE42_ULTRA_BALL,SCRIPT/EVENT,EM_USO,0,0,1,Route42,MAPA_UNICO:Route42,
0x3EB,1003,FLAG_ITEM_ROUTE42_SHADOW_CLAW,SCRIPT/EVENT,EM_USO,0,0,1,Route42,MAPA_UNICO:Route42,
0x3EC,1004,FLAG_ITEM_UNUSED0EC,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,Unused
0x3ED,1005,FLAG_ITEM_MTMORTAR1_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_South,MAPA_UNICO:MtMortar_1F_South,
0x3EE,1006,FLAG_ITEM_MTMORTAR1_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_South,MAPA_UNICO:MtMortar_1F_South,
0x3EF,1007,FLAG_ITEM_MTMORTAR2_MAX_REPEL,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F0,1008,FLAG_ITEM_MTMORTAR2_ESCAPE_ROPE,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F1,1009,FLAG_ITEM_MTMORTAR2_MAX_POTION,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F2,1010,FLAG_ITEM_MTMORTAR2_NUGGET,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F3,1011,FLAG_ITEM_MTMORTAR2_ULTRA_BALL,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F4,1012,FLAG_ITEM_MTMORTAR2_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F5,1013,FLAG_ITEM_MTMORTAR2_KINGS_ROCK,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_1F_North,MAPA_UNICO:MtMortar_1F_North,
0x3F6,1014,FLAG_ITEM_MTMORTAR3_IRON,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_2F,MAPA_UNICO:MtMortar_2F,
0x3F7,1015,FLAG_ITEM_MTMORTAR3_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_2F,MAPA_UNICO:MtMortar_2F,
0x3F8,1016,FLAG_ITEM_MTMORTAR3_ETHER,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_2F,MAPA_UNICO:MtMortar_2F,
0x3F9,1017,FLAG_ITEM_MTMORTAR3_RARE_CANDY,SCRIPT/EVENT,NUNCA_REFERENCIADA,0,0,0,,,
0x3FA,1018,FLAG_ITEM_MTMORTAR3_DRAGON_SCALE,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_2F,MAPA_UNICO:MtMortar_2F,
0x3FB,1019,FLAG_ITEM_MTMORTAR3_ELIXIR,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_2F,MAPA_UNICO:MtMortar_2F,
0x3FC,1020,FLAG_ITEM_MTMORTAR4_HYPER_POTION,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_B1F,MAPA_UNICO:MtMortar_B1F,
0x3FD,1021,FLAG_ITEM_MTMORTAR4_CARBOS,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_B1F,MAPA_UNICO:MtMortar_B1F,
0x3FE,1022,FLAG_ITEM_MTMORTAR4_PP_UP,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_B1F,MAPA_UNICO:MtMortar_B1F,
0x3FF,1023,FLAG_ITEM_MTMORTAR4_MAX_ETHER,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_B1F,MAPA_UNICO:MtMortar_B1F,
0x400,1024,FLAG_ITEM_MTMORTAR4_MAX_REVIVE,SCRIPT/EVENT,EM_USO,0,0,1,MtMortar_B1F,MAPA_UNICO:MtMortar_B1F,
0x401,1025,FLAG_ITEM_LIGHTHOUSE_ETHER,SCRIPT/EVENT,EM_USO,0,0,1,OlivineCity_Lighthouse,MAPA_UNICO:OlivineCity_Lighthouse,
0x402,1026,FLAG_ITEM_LIGHTHOUSE_RARE_CANDY,SCRIPT/EVENT,EM_USO,0,0,1,OlivineCity_Lighthouse,MAPA_UNICO:OlivineCity_Lighthouse,
