NatDex,Geracao,Especie,Const,BaseOuForma,Familia,Flag,Tipos,NumInnates,Innates,FonteInnates,GruposOvo,JaReferenciadoNoJogo,Evidencia
664,6,SCATTERBUG_OCEAN,SPECIES_SCATTERBUG_OCEAN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1415
664,6,SCATTERBUG_POLAR,SPECIES_SCATTERBUG_POLAR,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1400
664,6,SCATTERBUG_RIVER,SPECIES_SCATTERBUG_RIVER,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1411
664,6,SCATTERBUG_SANDSTORM,SPECIES_SCATTERBUG_SANDSTORM,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1410
664,6,SCATTERBUG_SAVANNA,SPECIES_SCATTERBUG_SAVANNA,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1413
664,6,SCATTERBUG_SUN,SPECIES_SCATTERBUG_SUN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1414
664,6,SCATTERBUG_TUNDRA,SPECIES_SCATTERBUG_TUNDRA,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1401
665,6,Spewpa,SPECIES_SCATTERBUG_POKEBALL,forma,SCATTERBUG,Comum,BUG,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1418
665,6,SPEWPA_ARCHIPELAGO,SPECIES_SPEWPA_ARCHIPELAGO,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1492
665,6,SPEWPA_CONTINENTAL,SPECIES_SPEWPA_CONTINENTAL,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1486
665,6,SPEWPA_ELEGANT,SPECIES_SPEWPA_ELEGANT,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1488
665,6,SPEWPA_FANCY,SPECIES_SPEWPA_FANCY,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1501
665,6,SPEWPA_GARDEN,SPECIES_SPEWPA_GARDEN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1487
665,6,SPEWPA_HIGH_PLAINS,SPECIES_SPEWPA_HIGH_PLAINS,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1493
665,6,SPEWPA_ICY_SNOW,SPECIES_SPEWPA_ICY_SNOW,base,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1483
665,6,SPEWPA_JUNGLE,SPECIES_SPEWPA_JUNGLE,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1500
665,6,SPEWPA_MARINE,SPECIES_SPEWPA_MARINE,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1491
665,6,SPEWPA_MEADOW,SPECIES_SPEWPA_MEADOW,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1489
665,6,SPEWPA_MODERN,SPECIES_SPEWPA_MODERN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1490
665,6,SPEWPA_MONSOON,SPECIES_SPEWPA_MONSOON,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1496
665,6,SPEWPA_OCEAN,SPECIES_SPEWPA_OCEAN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1499
665,6,SPEWPA_POLAR,SPECIES_SPEWPA_POLAR,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1484
665,6,SPEWPA_RIVER,SPECIES_SPEWPA_RIVER,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1495
665,6,SPEWPA_SANDSTORM,SPECIES_SPEWPA_SANDSTORM,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1494
665,6,SPEWPA_SAVANNA,SPECIES_SPEWPA_SAVANNA,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1497
665,6,SPEWPA_SUN,SPECIES_SPEWPA_SUN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1498
665,6,SPEWPA_TUNDRA,SPECIES_SPEWPA_TUNDRA,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1485
666,6,Vivillon,SPECIES_SPEWPA_POKEBALL,forma,SCATTERBUG,Comum,"BUG, FLYING",0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1502
666,6,VIVILLON_ARCHIPELAGO,SPECIES_VIVILLON_ARCHIPELAGO,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1654
666,6,VIVILLON_CONTINENTAL,SPECIES_VIVILLON_CONTINENTAL,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1594
666,6,VIVILLON_ELEGANT,SPECIES_VIVILLON_ELEGANT,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1614
666,6,VIVILLON_FANCY,SPECIES_VIVILLON_FANCY,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1744
666,6,VIVILLON_GARDEN,SPECIES_VIVILLON_GARDEN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1604
666,6,VIVILLON_HIGH_PLAINS,SPECIES_VIVILLON_HIGH_PLAINS,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1664
666,6,VIVILLON_ICY_SNOW,SPECIES_VIVILLON_ICY_SNOW,base,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1564
666,6,VIVILLON_JUNGLE,SPECIES_VIVILLON_JUNGLE,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1734
666,6,VIVILLON_MARINE,SPECIES_VIVILLON_MARINE,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1644
666,6,VIVILLON_MEADOW,SPECIES_VIVILLON_MEADOW,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1624
666,6,VIVILLON_MODERN,SPECIES_VIVILLON_MODERN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1634
666,6,VIVILLON_MONSOON,SPECIES_VIVILLON_MONSOON,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1694
666,6,VIVILLON_OCEAN,SPECIES_VIVILLON_OCEAN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1724
666,6,VIVILLON_POKEBALL,SPECIES_VIVILLON_POKEBALL,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1754
666,6,VIVILLON_POLAR,SPECIES_VIVILLON_POLAR,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1574
666,6,VIVILLON_RIVER,SPECIES_VIVILLON_RIVER,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1684
666,6,VIVILLON_SANDSTORM,SPECIES_VIVILLON_SANDSTORM,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1674
666,6,VIVILLON_SAVANNA,SPECIES_VIVILLON_SAVANNA,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1704
666,6,VIVILLON_SUN,SPECIES_VIVILLON_SUN,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1714
666,6,VIVILLON_TUNDRA,SPECIES_VIVILLON_TUNDRA,forma,SCATTERBUG,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_BUG,,src/data/pokemon/species_info/gen_6_families.h:1584
674,6,Pancham,SPECIES_PANCHAM,base,PANCHAM,Comum,FIGHTING,0,(nenhum),AUSENTE,"EGG_GROUP_FIELD, EGG_GROUP_HUMAN_LIKE",,src/data/pokemon/species_info/gen_6_families.h:2551
675,6,Pangoro,SPECIES_PANGORO,base,PANCHAM,Comum,"FIGHTING, DARK",0,(nenhum),AUSENTE,"EGG_GROUP_FIELD, EGG_GROUP_HUMAN_LIKE",,src/data/pokemon/species_info/gen_6_families.h:2625
676,6,FURFROU_DANDY,SPECIES_FURFROU_DANDY,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2768
676,6,FURFROU_DEBUTANTE,SPECIES_FURFROU_DEBUTANTE,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2766
676,6,FURFROU_DIAMOND,SPECIES_FURFROU_DIAMOND,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2765
676,6,FURFROU_HEART,SPECIES_FURFROU_HEART,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2763
676,6,FURFROU_KABUKI,SPECIES_FURFROU_KABUKI,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2770
676,6,FURFROU_LA_REINE,SPECIES_FURFROU_LA_REINE,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2769
676,6,FURFROU_MATRON,SPECIES_FURFROU_MATRON,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2767
676,6,FURFROU_NATURAL,SPECIES_FURFROU_NATURAL,base,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2762
676,6,FURFROU_PHARAOH,SPECIES_FURFROU_PHARAOH,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2771
676,6,FURFROU_STAR,SPECIES_FURFROU_STAR,forma,FURFROU,Comum,,0,(nenhum),macro sem innates,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_6_families.h:2764
682,6,Spritzee,SPECIES_SPRITZEE,base,SPRITZEE,Comum,FAIRY,0,(nenhum),AUSENTE,EGG_GROUP_FAIRY,,src/data/pokemon/species_info/gen_6_families.h:3402
683,6,Aromatisse,SPECIES_AROMATISSE,base,SPRITZEE,Comum,FAIRY,0,(nenhum),AUSENTE,EGG_GROUP_FAIRY,,src/data/pokemon/species_info/gen_6_families.h:3477
684,6,Swirlix,SPECIES_SWIRLIX,base,SWIRLIX,Comum,FAIRY,0,(nenhum),AUSENTE,EGG_GROUP_FAIRY,,src/data/pokemon/species_info/gen_6_families.h:3546
685,6,Slurpuff,SPECIES_SLURPUFF,base,SWIRLIX,Comum,FAIRY,0,(nenhum),AUSENTE,EGG_GROUP_FAIRY,,src/data/pokemon/species_info/gen_6_families.h:3621
694,6,Helioptile,SPECIES_HELIOPTILE,base,HELIOPTILE,Comum,"ELECTRIC, NORMAL",0,(nenhum),AUSENTE,"EGG_GROUP_MONSTER, EGG_GROUP_DRAGON",,src/data/pokemon/species_info/gen_6_families.h:4468
695,6,Heliolisk,SPECIES_HELIOLISK,base,HELIOPTILE,Comum,"ELECTRIC, NORMAL",0,(nenhum),AUSENTE,"EGG_GROUP_MONSTER, EGG_GROUP_DRAGON",,src/data/pokemon/species_info/gen_6_families.h:4538
702,6,Dedenne,SPECIES_DEDENNE,base,DEDENNE,Comum,"ELECTRIC, FAIRY",0,(nenhum),AUSENTE,"EGG_GROUP_FIELD, EGG_GROUP_FAIRY",,src/data/pokemon/species_info/gen_6_families.h:5050
703,6,Carbink,SPECIES_CARBINK,base,CARBINK,Comum,"ROCK, FAIRY",0,(nenhum),AUSENTE,"EGG_GROUP_FAIRY, EGG_GROUP_MINERAL",,src/data/pokemon/species_info/gen_6_families.h:5121
710,6,Pumpkaboo,SPECIES_PUMPKABOO_AVERAGE,base,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:5789
710,6,Pumpkaboo,SPECIES_PUMPKABOO_LARGE,forma,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:5924
710,6,Pumpkaboo,SPECIES_PUMPKABOO_SMALL,forma,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:5857
710,6,Pumpkaboo,SPECIES_PUMPKABOO_SUPER,forma,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:5991
711,6,Gourgeist,SPECIES_GOURGEIST_AVERAGE,base,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:6060
711,6,Gourgeist,SPECIES_GOURGEIST_LARGE,forma,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:6190
711,6,Gourgeist,SPECIES_GOURGEIST_SMALL,forma,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:6125
711,6,Gourgeist,SPECIES_GOURGEIST_SUPER,forma,PUMPKABOO,Comum,"GHOST, GRASS",0,(nenhum),AUSENTE,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_6_families.h:6255
731,7,Pikipek,SPECIES_PIKIPEK,base,PIKIPEK,Comum,"NORMAL, FLYING",1,ABILITY_SCRAPPY,entrada,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_7_families.h:774
732,7,Trumbeak,SPECIES_TRUMBEAK,base,PIKIPEK,Comum,"NORMAL, FLYING",2,"ABILITY_SCRAPPY, ABILITY_OWN_TEMPO",entrada,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_7_families.h:847
733,7,Toucannon,SPECIES_TOUCANNON,base,PIKIPEK,Comum,"NORMAL, FLYING",3,"ABILITY_SCRAPPY, ABILITY_OWN_TEMPO, ABILITY_STRONG_JAW",entrada,EGG_GROUP_FLYING,,src/data/pokemon/species_info/gen_7_families.h:919
734,7,Yungoos,SPECIES_YUNGOOS,base,YUNGOOS,Comum,NORMAL,1,ABILITY_SCRAPPY,entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:990
735,7,Gumshoos,SPECIES_GUMSHOOS,base,YUNGOOS,Comum,NORMAL,3,"ABILITY_SCRAPPY, ABILITY_OWN_TEMPO, ABILITY_ANALYTIC",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:1061
735,7,Gumshoos,SPECIES_GUMSHOOS_TOTEM,forma,YUNGOOS,Totem,NORMAL,3,"ABILITY_STAKEOUT, ABILITY_STRONG_JAW, ABILITY_ANALYTIC",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:1124
746,7,Wishiwashi,SPECIES_WISHIWASHI_SCHOOL,forma,WISHIWASHI,Comum,WATER,3,"ABILITY_WATER_VEIL, ABILITY_RAIN_DISH, ABILITY_STORM_DRAIN",entrada,EGG_GROUP_WATER_2,,src/data/pokemon/species_info/gen_7_families.h:2620
746,7,Wishiwashi,SPECIES_WISHIWASHI_SOLO,base,WISHIWASHI,Comum,WATER,3,"ABILITY_WATER_VEIL, ABILITY_RAIN_DISH, ABILITY_STORM_DRAIN",entrada,EGG_GROUP_WATER_2,,src/data/pokemon/species_info/gen_7_families.h:2544
749,7,Mudbray,SPECIES_MUDBRAY,base,MUDBRAY,Comum,GROUND,1,ABILITY_EARTH_EATER,entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:2827
750,7,Mudsdale,SPECIES_MUDSDALE,base,MUDBRAY,Comum,GROUND,3,"ABILITY_EARTH_EATER, ABILITY_SAND_VEIL, ABILITY_ROUGH_SKIN",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:2898
751,7,Dewpider,SPECIES_DEWPIDER,base,DEWPIDER,Comum,"WATER, BUG",1,ABILITY_WATER_VEIL,entrada,"EGG_GROUP_WATER_1, EGG_GROUP_BUG",,src/data/pokemon/species_info/gen_7_families.h:2971
752,7,Araquanid,SPECIES_ARAQUANID,base,DEWPIDER,Comum,"WATER, BUG",3,"ABILITY_WATER_VEIL, ABILITY_STICKY_HOLD, ABILITY_WATER_COMPACTION",entrada,"EGG_GROUP_WATER_1, EGG_GROUP_BUG",,src/data/pokemon/species_info/gen_7_families.h:3047
752,7,Araquanid,SPECIES_ARAQUANID_TOTEM,forma,DEWPIDER,Totem,"WATER, BUG",3,"ABILITY_WATER_VEIL, ABILITY_STICKY_HOLD, ABILITY_WATER_COMPACTION",entrada,"EGG_GROUP_WATER_1, EGG_GROUP_BUG",,src/data/pokemon/species_info/gen_7_families.h:3110
753,7,Fomantis,SPECIES_FOMANTIS,base,FOMANTIS,Comum,GRASS,1,ABILITY_NATURAL_CURE,entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3177
754,7,Lurantis,SPECIES_LURANTIS,base,FOMANTIS,Comum,GRASS,3,"ABILITY_NATURAL_CURE, ABILITY_SHARPNESS, ABILITY_SEED_SOWER",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3246
754,7,Lurantis,SPECIES_LURANTIS_TOTEM,forma,FOMANTIS,Totem,GRASS,3,"ABILITY_NATURAL_CURE, ABILITY_SHARPNESS, ABILITY_CONTRARY",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3309
755,7,Morelull,SPECIES_MORELULL,base,MORELULL,Comum,"GRASS, FAIRY",1,ABILITY_LEAF_GUARD,entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3376
756,7,Shiinotic,SPECIES_SHIINOTIC,base,MORELULL,Comum,"GRASS, FAIRY",3,"ABILITY_LEAF_GUARD, ABILITY_NATURAL_CURE, ABILITY_SOOTHING",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3445
757,7,Salandit,SPECIES_SALANDIT,base,SALANDIT,Comum,"POISON, FIRE",1,ABILITY_POISON_POINT,entrada,"EGG_GROUP_MONSTER, EGG_GROUP_DRAGON",,src/data/pokemon/species_info/gen_7_families.h:3514
758,7,Salazzle,SPECIES_SALAZZLE,base,SALANDIT,Comum,"POISON, FIRE",3,"ABILITY_POISON_POINT, ABILITY_MERCILESS, ABILITY_POISON_TOUCH",entrada,"EGG_GROUP_MONSTER, EGG_GROUP_DRAGON",,src/data/pokemon/species_info/gen_7_families.h:3587
758,7,Salazzle,SPECIES_SALAZZLE_TOTEM,forma,SALANDIT,Totem,"POISON, FIRE",3,"ABILITY_POISON_POINT, ABILITY_MERCILESS, ABILITY_OBLIVIOUS",entrada,"EGG_GROUP_MONSTER, EGG_GROUP_DRAGON",,src/data/pokemon/species_info/gen_7_families.h:3650
759,7,Stufful,SPECIES_STUFFUL,base,STUFFUL,Comum,"NORMAL, FIGHTING",1,ABILITY_SCRAPPY,entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:3717
760,7,Bewear,SPECIES_BEWEAR,base,STUFFUL,Comum,"NORMAL, FIGHTING",3,"ABILITY_SCRAPPY, ABILITY_IRON_FIST, ABILITY_GUARD_DOG",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:3788
761,7,Bounsweet,SPECIES_BOUNSWEET,base,BOUNSWEET,Comum,GRASS,1,ABILITY_AROMA_VEIL,entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3859
762,7,Steenee,SPECIES_STEENEE,base,BOUNSWEET,Comum,GRASS,2,"ABILITY_AROMA_VEIL, ABILITY_DAZZLING",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3927
763,7,Tsareena,SPECIES_TSAREENA,base,BOUNSWEET,Comum,GRASS,3,"ABILITY_AROMA_VEIL, ABILITY_DAZZLING, ABILITY_SOOTHING",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:3995
764,7,Comfey,SPECIES_COMFEY,base,COMFEY,Comum,FAIRY,3,"ABILITY_SWEET_VEIL, ABILITY_HEALER, ABILITY_AROMA_VEIL",entrada,EGG_GROUP_GRASS,,src/data/pokemon/species_info/gen_7_families.h:4064
765,7,Oranguru,SPECIES_ORANGURU,base,ORANGURU,Comum,"NORMAL, PSYCHIC",3,"ABILITY_SCRAPPY, ABILITY_OWN_TEMPO, ABILITY_TANGLED_FEET",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:4135
766,7,Passimian,SPECIES_PASSIMIAN,base,PASSIMIAN,Comum,FIGHTING,3,"ABILITY_INNER_FOCUS, ABILITY_SCRAPPY, ABILITY_STEADFAST",entrada,EGG_GROUP_FIELD,,src/data/pokemon/species_info/gen_7_families.h:4206
769,7,Sandygast,SPECIES_SANDYGAST,base,SANDYGAST,Comum,"GHOST, GROUND",1,ABILITY_CURSED_BODY,entrada,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_7_families.h:4481
770,7,Palossand,SPECIES_PALOSSAND,base,SANDYGAST,Comum,"GHOST, GROUND",3,"ABILITY_CURSED_BODY, ABILITY_INSOMNIA, ABILITY_RITUAL",entrada,EGG_GROUP_AMORPHOUS,,src/data/pokemon/species_info/gen_7_families.h:4549
772,7,Type: Null,SPECIES_TYPE_NULL,base,TYPE_NULL,Sublendário,NORMAL,1,ABILITY_SCRAPPY,entrada,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4690
773,7,SILVALLY_BUG,SPECIES_SILVALLY_BUG,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4837
773,7,SILVALLY_DARK,SPECIES_SILVALLY_DARK,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4847
773,7,SILVALLY_DRAGON,SPECIES_SILVALLY_DRAGON,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4846
773,7,SILVALLY_ELECTRIC,SPECIES_SILVALLY_ELECTRIC,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4843
773,7,SILVALLY_FIGHTING,SPECIES_SILVALLY_FIGHTING,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4832
773,7,SILVALLY_FIRE,SPECIES_SILVALLY_FIRE,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4840
773,7,SILVALLY_FLYING,SPECIES_SILVALLY_FLYING,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4833
773,7,SILVALLY_GHOST,SPECIES_SILVALLY_GHOST,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4838
773,7,SILVALLY_GRASS,SPECIES_SILVALLY_GRASS,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4842
773,7,SILVALLY_GROUND,SPECIES_SILVALLY_GROUND,forma,TYPE_NULL,Comum,,3,"(3 por tipo, via SILVALLY_SPECIES_INFO)",macro,EGG_GROUP_NO_EGGS_DISCOVERED,,src/data/pokemon/species_info/gen_7_families.h:4835
