NatDex,Especie,Const,Geracao,ExisteNoRepo,Habilitada,Obtivel,Classificacao,MetodoLocal,Evidencia
460,Abomasnow,SPECIES_ABOMASNOW,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_SNOW,src/data/wild_encounters.json (MAP_MT_SILVER_SNOW)
461,Weavile,SPECIES_WEAVILE,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ICE_PATH_DEPTHS; Wild encounter @ MT_SILVER_SNOW,src/data/wild_encounters.json (MAP_MT_SILVER_SNOW)
462,Magnezone,SPECIES_MAGNEZONE,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MAGNETON : EVO_LEVEL, 0, SPECIES_MAGNEZONE, CONDITIONS({IF_IN_MAPSEC, MAPSEC_RAILWAY_CAVE})",src/data/pokemon/species_info/gen_1_families.h:11454
463,Lickilicky,SPECIES_LICKILICKY,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_OUTSIDE,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
464,Rhyperior,SPECIES_RHYPERIOR,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_2F,src/data/wild_encounters.json (MAP_MT_SILVER_2F)
465,Tangrowth,SPECIES_TANGROWTH,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CERULEAN_CAVE_1F; Wild encounter @ CERULEAN_CAVE_B1F,src/data/wild_encounters.json (MAP_CERULEAN_CAVE_1F)
466,Electivire,SPECIES_ELECTIVIRE,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_1F_ITEM_ROOM; Wild encounter @ MT_SILVER_1F_WATERFALL_ROOM,src/data/wild_encounters.json (MAP_MT_SILVER_1F_ITEM_ROOM)
467,Magmortar,SPECIES_MAGMORTAR,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_1F_ITEM_ROOM; Wild encounter @ MT_SILVER_1F_WATERFALL_ROOM,src/data/wild_encounters.json (MAP_MT_SILVER_1F_ITEM_ROOM)
468,Togekiss,SPECIES_TOGEKISS,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TOGETIC : EVO_ITEM, ITEM_SHINY_STONE, SPECIES_TOGEKISS",src/data/pokemon/species_info/gen_2_families.h:1883
469,Yanmega,SPECIES_YANMEGA,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_YANMA : EVO_LEVEL, 0, SPECIES_YANMEGA, CONDITIONS({IF_KNOWS_MOVE, MOVE_ANCIENT_POWER})",src/data/pokemon/species_info/gen_2_families.h:3522
470,Leafeon,SPECIES_LEAFEON,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_EEVEE : EVO_LEVEL, 0, SPECIES_LEAFEON, CONDITIONS({IF_IN_MAP, MAP_ILEX_FOREST})",src/data/pokemon/species_info/gen_1_families.h:19387
471,Glaceon,SPECIES_GLACEON,4,Sim,Sim,Sim,Obtível normalmente,NPC gift (script),data/scripts/debug.inc:16
472,Gliscor,SPECIES_GLISCOR,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_GLIGAR : EVO_LEVEL, 0, SPECIES_GLISCOR, CONDITIONS({IF_TIME, TIME_NIGHT}, {IF_HOLD_ITEM, ITEM_RAZOR_FANG})",src/data/pokemon/species_info/gen_2_families.h:5133
473,Mamoswine,SPECIES_MAMOSWINE,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_SNOW,src/data/wild_encounters.json (MAP_MT_SILVER_SNOW)
474,Porygon-Z,SPECIES_PORYGON_Z,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PORYGON2 : EVO_ITEM, ITEM_DUBIOUS_DISC, SPECIES_PORYGON_Z",src/data/pokemon/species_info/gen_1_families.h:19762
475,Gallade,SPECIES_GALLADE,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_KIRLIA : EVO_ITEM, ITEM_DAWN_STONE, SPECIES_GALLADE, CONDITIONS({IF_GENDER, MON_MALE})",src/data/pokemon/species_info/gen_3_families.h:3074
476,Probopass,SPECIES_PROBOPASS,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_NOSEPASS : EVO_LEVEL, 0, SPECIES_PROBOPASS, CONDITIONS({IF_IN_MAPSEC, MAPSEC_RAILWAY_CAVE})",src/data/pokemon/species_info/gen_3_families.h:4574
477,Dusknoir,SPECIES_DUSKNOIR,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VAJRA_PYRAMID_FLOOR1; Wild encounter @ VAJRA_PYRAMID_FLOOR2; Wild encounter @ VAJRA_PYRAMID_FLOOR3; Wild encounter @ VAJRA_PYRAMID_FLOOR4,src/data/wild_encounters.json (MAP_VAJRA_PYRAMID_FLOOR1)
478,Froslass,SPECIES_FROSLASS,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_SNOW,src/data/wild_encounters.json (MAP_MT_SILVER_SNOW)
479,Rotom,SPECIES_ROTOM,4,Sim,Sim,Sim,Obtível normalmente,In-game trade; Wild encounter @ CERULEAN_CAVE_1F; Wild encounter @ CERULEAN_CAVE_B1F; Wild encounter @ CERULEAN_CAVE_B2F,src/data/wild_encounters.json (MAP_CERULEAN_CAVE_1F)
480,Uxie,SPECIES_UXIE,4,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ ACUITY_CAVERN,data/maps/AcuityCavern/scripts.inc:13 (MAP_ACUITY_CAVERN)
481,Mesprit,SPECIES_MESPRIT,4,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ VERITY_CAVERN,data/maps/VerityCavern/scripts.inc:13 (MAP_VERITY_CAVERN)
482,Azelf,SPECIES_AZELF,4,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ VALOR_CAVERN,data/maps/ValorCavern/scripts.inc:13 (MAP_VALOR_CAVERN)
483,Dialga,SPECIES_DIALGA,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ SPEAR_PILLAR_TOP,data/maps/SpearPillarTop/scripts.inc:36 (MAP_SPEAR_PILLAR_TOP)
484,Palkia,SPECIES_PALKIA,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ SPEAR_PILLAR_TOP,data/maps/SpearPillarTop/scripts.inc:74 (MAP_SPEAR_PILLAR_TOP)
485,Heatran,SPECIES_HEATRAN,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ MT_MORTAR_DEPTHS_1,data/maps/MtMortar_Depths_1/scripts.inc:499 (MAP_MT_MORTAR_DEPTHS_1)
486,Regigigas,SPECIES_REGIGIGAS,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ MT_SILVER_1F_REGIGIGAS_ROOM,data/maps/MtSilver_1F_RegigigasRoom/scripts.inc:44 (MAP_MT_SILVER_1F_REGIGIGAS_ROOM)
487,Giratina,SPECIES_GIRATINA_ALTERED,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ SPEAR_PILLAR_TOP,data/maps/SpearPillarTop/scripts.inc:112 (MAP_SPEAR_PILLAR_TOP)
488,Cresselia,SPECIES_CRESSELIA,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ LAKE_OF_RAGE_CRESSELIA_DEN,data/maps/LakeOfRageCresseliaDen/scripts.inc:11 (MAP_LAKE_OF_RAGE_CRESSELIA_DEN)
489,Phione,SPECIES_PHIONE,4,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE33SOUTH_2,src/data/wild_encounters.json (MAP_ROUTE33SOUTH_2)
490,Manaphy,SPECIES_MANAPHY,4,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PHIONE : EVO_LEVEL, 58, SPECIES_MANAPHY",src/data/pokemon/species_info/gen_4_families.h:7689
491,Darkrai,SPECIES_DARKRAI,4,Sim,Sim,Sim,Obtível normalmente,Boss legendary battle @ DARKRAI_INN_FINAL_ROOM,data/maps/DarkraiInnFinalRoom/scripts.inc:18 (MAP_DARKRAI_INN_FINAL_ROOM)
492,Shaymin,SPECIES_SHAYMIN_LAND,4,Sim,Sim,Sim,Obtível normalmente,Static legendary battle @ DREAM_GARDEN,data/maps/DreamGarden/scripts.inc:11 (MAP_DREAM_GARDEN)
493,Arceus Normal,SPECIES_ARCEUS_NORMAL,4,Sim,Sim,Sim,Obtível normalmente,Gift Egg @ GOLDENROD_CITY_RADIO_TOWER_2F,data/maps/GoldenrodCity_RadioTower_2F/scripts.inc:1239 (MAP_GOLDENROD_CITY_RADIO_TOWER_2F)
494,Victini,SPECIES_VICTINI,5,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script) @ KITAKAMI_ROAD_HOUSE; NPC gift (script, var) @ KITAKAMI_ROAD_HOUSE",data/maps/KitakamiRoad_House/scripts.inc:91 (MAP_KITAKAMI_ROAD_HOUSE)
495,Snivy,SPECIES_SNIVY,5,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
496,Servine,SPECIES_SERVINE,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SNIVY : EVO_LEVEL, 17, SPECIES_SERVINE",src/data/pokemon/species_info/gen_5_families.h:152
497,Serperior,SPECIES_SERPERIOR,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SERVINE : EVO_LEVEL, 36, SPECIES_SERPERIOR",src/data/pokemon/species_info/gen_5_families.h:226
498,Tepig,SPECIES_TEPIG,5,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
499,Pignite,SPECIES_PIGNITE,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_TEPIG : EVO_LEVEL, 17, SPECIES_PIGNITE",src/data/pokemon/species_info/gen_5_families.h:372
500,Emboar,SPECIES_EMBOAR,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PIGNITE : EVO_LEVEL, 36, SPECIES_EMBOAR",src/data/pokemon/species_info/gen_5_families.h:442
501,Oshawott,SPECIES_OSHAWOTT,5,Sim,Sim,Sim,Obtível normalmente,Game Corner gacha @ MAUVILLE_CITY_GAME_CORNER,src/game_corner_gacha.c (MAP_MAUVILLE_CITY_GAME_CORNER)
502,Dewott,SPECIES_DEWOTT,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_OSHAWOTT : EVO_LEVEL, 17, SPECIES_DEWOTT",src/data/pokemon/species_info/gen_5_families.h:671
503,Samurott,SPECIES_SAMUROTT,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DEWOTT : EVO_LEVEL, 36, SPECIES_SAMUROTT, CONDITIONS({IF_NOT_TIME, TIME_NIGHT})",src/data/pokemon/species_info/gen_5_families.h:747
504,Patrat,SPECIES_PATRAT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:887
505,Watchog,SPECIES_WATCHOG,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:956
506,Lillipup,SPECIES_LILLIPUP,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1030
507,Herdier,SPECIES_HERDIER,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1104
508,Stoutland,SPECIES_STOUTLAND,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1176
509,Purrloin,SPECIES_PURRLOIN,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1254
510,Liepard,SPECIES_LIEPARD,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1324
511,Pansage,SPECIES_PANSAGE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1394
512,Simisage,SPECIES_SIMISAGE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1466
513,Pansear,SPECIES_PANSEAR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1536
514,Simisear,SPECIES_SIMISEAR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1606
515,Panpour,SPECIES_PANPOUR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1679
516,Simipour,SPECIES_SIMIPOUR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1749
517,Munna,SPECIES_MUNNA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1818
518,Musharna,SPECIES_MUSHARNA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1894
519,Pidove,SPECIES_PIDOVE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:1967
520,Tranquill,SPECIES_TRANQUILL,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2038
521,Unfezant,SPECIES_UNFEZANT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2107
522,Blitzle,SPECIES_BLITZLE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2203
523,Zebstrika,SPECIES_ZEBSTRIKA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2276
524,Roggenrola,SPECIES_ROGGENROLA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2346
525,Boldore,SPECIES_BOLDORE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2422
526,Gigalith,SPECIES_GIGALITH,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2502
527,Woobat,SPECIES_WOOBAT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2584
528,Swoobat,SPECIES_SWOOBAT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:2671
529,Drilbur,SPECIES_DRILBUR,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ TOHJO_FALLS_CAVERN,src/data/wild_encounters.json (MAP_TOHJO_FALLS_CAVERN)
530,Excadrill,SPECIES_EXCADRILL,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DRILBUR : EVO_LEVEL, 31, SPECIES_EXCADRILL",src/data/pokemon/species_info/gen_5_families.h:2819
531,Audino,SPECIES_AUDINO,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ KITAKAMI_BORDER,src/data/wild_encounters.json (MAP_KITAKAMI_BORDER)
532,Timburr,SPECIES_TIMBURR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3110
533,Gurdurr,SPECIES_GURDURR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3180
534,Conkeldurr,SPECIES_CONKELDURR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3254
535,Tympole,SPECIES_TYMPOLE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3323
536,Palpitoad,SPECIES_PALPITOAD,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3392
537,Seismitoad,SPECIES_SEISMITOAD,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3463
538,Throh,SPECIES_THROH,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3543
539,Sawk,SPECIES_SAWK,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:3615
540,Sewaddle,SPECIES_SEWADDLE,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ NATIONAL_PARK_BUG_CONTEST; Wild encounter @ NATIONAL_PARK_NORMAL,src/data/wild_encounters.json (MAP_NATIONAL_PARK_NORMAL)
541,Swadloon,SPECIES_SWADLOON,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SEWADDLE : EVO_LEVEL, 20, SPECIES_SWADLOON",src/data/pokemon/species_info/gen_5_families.h:3760
542,Leavanny,SPECIES_LEAVANNY,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE50,src/data/wild_encounters.json (MAP_ROUTE50)
543,Venipede,SPECIES_VENIPEDE,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ILEX_FOREST; Wild encounter @ NATIONAL_PARK_BUG_CONTEST,src/data/wild_encounters.json (MAP_ILEX_FOREST)
544,Whirlipede,SPECIES_WHIRLIPEDE,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_VENIPEDE : EVO_LEVEL, 22, SPECIES_WHIRLIPEDE",src/data/pokemon/species_info/gen_5_families.h:3990
545,Scolipede,SPECIES_SCOLIPEDE,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE45,src/data/wild_encounters.json (MAP_ROUTE45)
546,Cottonee,SPECIES_COTTONEE,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE33; Wild encounter @ ROUTE30,src/data/wild_encounters.json (MAP_ROUTE30)
547,Whimsicott,SPECIES_WHIMSICOTT,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_COTTONEE : EVO_ITEM, ITEM_SUN_STONE, SPECIES_WHIMSICOTT",src/data/pokemon/species_info/gen_5_families.h:4291
548,Petilil,SPECIES_PETILIL,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE32,src/data/wild_encounters.json (MAP_ROUTE32)
549,Lilligant,SPECIES_LILLIGANT,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_PETILIL : EVO_ITEM, ITEM_SUN_STONE, SPECIES_LILLIGANT",src/data/pokemon/species_info/gen_5_families.h:4442
550,Basculin,SPECIES_BASCULIN_RED_STRIPED,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_OUTSIDE,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
551,Sandile,SPECIES_SANDILE,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ CIANWOOD_CITY; Wild encounter @ VAJRA_DESERT,src/data/wild_encounters.json (MAP_CIANWOOD_CITY)
552,Krokorok,SPECIES_KROKOROK,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SANDILE : EVO_LEVEL, 29, SPECIES_KROKOROK",src/data/pokemon/species_info/gen_5_families.h:5006
553,Krookodile,SPECIES_KROOKODILE,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_KROKOROK : EVO_LEVEL, 40, SPECIES_KROOKODILE",src/data/pokemon/species_info/gen_5_families.h:5076
554,Darumaka,SPECIES_DARUMAKA,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE33; Wild encounter @ ROUTE49,src/data/wild_encounters.json (MAP_ROUTE49)
555,Darmanitan,SPECIES_DARMANITAN_STANDARD,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_MORTAR_DEPTHS_1; Wild encounter @ ROUTE50,src/data/wild_encounters.json (MAP_MT_MORTAR_DEPTHS_1)
556,Maractus,SPECIES_MARACTUS,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VAJRA_DESERT,src/data/wild_encounters.json (MAP_VAJRA_DESERT)
557,Dwebble,SPECIES_DWEBBLE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:5638
558,Crustle,SPECIES_CRUSTLE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:5715
559,Scraggy,SPECIES_SCRAGGY,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE49,src/data/wild_encounters.json (MAP_ROUTE49)
560,Scrafty,SPECIES_SCRAFTY,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE47,src/data/wild_encounters.json (MAP_ROUTE47)
561,Sigilyph,SPECIES_SIGILYPH,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:5998
562,Yamask,SPECIES_YAMASK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ SPROUT_TOWER_2F; Wild encounter @ SPROUT_TOWER_3F,src/data/wild_encounters.json (MAP_SPROUT_TOWER_2F)
563,Cofagrigus,SPECIES_COFAGRIGUS,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ VAJRA_PYRAMID_FLOOR1; Wild encounter @ VAJRA_PYRAMID_FLOOR2; Wild encounter @ VAJRA_PYRAMID_FLOOR3; Wild encounter @ VAJRA_PYRAMID_FLOOR4,src/data/wild_encounters.json (MAP_VAJRA_PYRAMID_FLOOR1)
564,Tirtouga,SPECIES_TIRTOUGA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:6363
565,Carracosta,SPECIES_CARRACOSTA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:6434
566,Archen,SPECIES_ARCHEN,5,Sim,Sim,Sim,Obtível normalmente,"NPC gift (script, var) @ RUINS_OF_ALPH_LAB",data/maps/RuinsOfAlph_Lab/scripts.inc:320 (MAP_RUINS_OF_ALPH_LAB)
567,Archeops,SPECIES_ARCHEOPS,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ FARAWAY_ISLAND_JUNGLE,src/data/wild_encounters.json (MAP_FARAWAY_ISLAND_JUNGLE)
568,Trubbish,SPECIES_TRUBBISH,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:6660
569,Garbodor,SPECIES_GARBODOR,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:6731
570,Zorua,SPECIES_ZORUA,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ROUTE47; Wild encounter @ RUINS_OF_ALPH_OUTSIDE,src/data/wild_encounters.json (MAP_RUINS_OF_ALPH_OUTSIDE)
571,Zoroark,SPECIES_ZOROARK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_OUTSIDE,src/data/wild_encounters.json (MAP_MT_SILVER_OUTSIDE)
572,Minccino,SPECIES_MINCCINO,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_GOLDENROD_SHORE; Wild encounter @ ROUTE35,src/data/wild_encounters.json (MAP_ROUTE35)
573,Cinccino,SPECIES_CINCCINO,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_MINCCINO : EVO_ITEM, ITEM_SHINY_STONE, SPECIES_CINCCINO",src/data/pokemon/species_info/gen_5_families.h:7227
574,Gothita,SPECIES_GOTHITA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7300
575,Gothorita,SPECIES_GOTHORITA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7375
576,Gothitelle,SPECIES_GOTHITELLE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7450
577,Solosis,SPECIES_SOLOSIS,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE43,src/data/wild_encounters.json (MAP_ROUTE43)
578,Duosion,SPECIES_DUOSION,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_SOLOSIS : EVO_LEVEL, 32, SPECIES_DUOSION",src/data/pokemon/species_info/gen_5_families.h:7599
579,Reuniclus,SPECIES_REUNICLUS,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_DUOSION : EVO_LEVEL, 41, SPECIES_REUNICLUS",src/data/pokemon/species_info/gen_5_families.h:7671
580,Ducklett,SPECIES_DUCKLETT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7745
581,Swanna,SPECIES_SWANNA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7820
582,Vanillite,SPECIES_VANILLITE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7889
583,Vanillish,SPECIES_VANILLISH,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:7966
584,Vanilluxe,SPECIES_VANILLUXE,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8040
585,Deerling,SPECIES_DEERLING_SPRING,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8116
586,Sawsbuck,SPECIES_SAWSBUCK_SPRING,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8384
587,Emolga,SPECIES_EMOLGA,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ROUTE42,src/data/wild_encounters.json (MAP_ROUTE42)
588,Karrablast,SPECIES_KARRABLAST,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8721
589,Escavalier,SPECIES_ESCAVALIER,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8791
590,Foongus,SPECIES_FOONGUS,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8862
591,Amoonguss,SPECIES_AMOONGUSS,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:8936
592,Frillish,SPECIES_FRILLISH,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:9012
593,Jellicent,SPECIES_JELLICENT,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:9103
594,Alomomola,SPECIES_ALOMOMOLA,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:9195
595,Joltik,SPECIES_JOLTIK,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ ILEX_FOREST,src/data/wild_encounters.json (MAP_ILEX_FOREST)
596,Galvantula,SPECIES_GALVANTULA,5,Sim,Sim,Sim,Obtível normalmente,Wild encounter @ MT_SILVER_1F_ITEM_ROOM; Wild encounter @ MT_SILVER_1F_WATERFALL_ROOM,src/data/wild_encounters.json (MAP_MT_SILVER_1F_ITEM_ROOM)
597,Ferroseed,SPECIES_FERROSEED,5,Sim,Sim,Sim,Obtível normalmente,Hidden Grotto @ HIDDEN_GROTTO_ILEX; Wild encounter @ LAKE_OF_RAGE; Wild encounter @ ROUTE44,src/data/wild_encounters.json (MAP_LAKE_OF_RAGE)
598,Ferrothorn,SPECIES_FERROTHORN,5,Sim,Sim,Sim,Obtível somente por evolução,"from SPECIES_FERROSEED : EVO_LEVEL, 40, SPECIES_FERROTHORN",src/data/pokemon/species_info/gen_5_families.h:9489
599,Klink,SPECIES_KLINK,5,Sim,Nao,Nao,Desabilitado por configuração,,src/data/pokemon/species_info/gen_5_families.h:9568
