phase,action,trainer_id,trainer,scope,decision,reason,guard,implementation_report
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,514,TRAINER_TABITHA_MOSSDEEP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_SpaceCenter_2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,519,TRAINER_WALLY_VR_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: VictoryRoad_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,522,TRAINER_BRENDAN_ROUTE_119_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,523,TRAINER_BRENDAN_ROUTE_103_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,524,TRAINER_BRENDAN_ROUTE_110_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,525,TRAINER_BRENDAN_ROUTE_119_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,526,TRAINER_BRENDAN_ROUTE_103_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,527,TRAINER_BRENDAN_ROUTE_110_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,528,TRAINER_BRENDAN_ROUTE_119_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,529,TRAINER_MAY_ROUTE_103_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,530,TRAINER_MAY_ROUTE_110_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,531,TRAINER_MAY_ROUTE_119_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,532,TRAINER_MAY_ROUTE_103_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,533,TRAINER_MAY_ROUTE_110_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,534,TRAINER_MAY_ROUTE_119_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,535,TRAINER_MAY_ROUTE_103_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,536,TRAINER_MAY_ROUTE_110_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,537,TRAINER_MAY_ROUTE_119_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route119,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,540,TRAINER_MITCHELL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: VictoryRoad_B1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,545,TRAINER_LYDIA_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route117,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,553,TRAINER_LORENZO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route120,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,554,TRAINER_SEBASTIAN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle6,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,561,TRAINER_SOPHIA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle6,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,566,TRAINER_JULIO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: JaggedPass,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,57,TRAINER_LOLA_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route109,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,572,TRAINER_BRENDEN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: DewfordTown_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,573,TRAINER_LILITH,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: DewfordTown_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,575,TRAINER_SYLVIA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,576,TRAINER_LEONARDO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route126,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,583,TRAINER_KATHLEEN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,584,TRAINER_CLIFFORD,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,585,TRAINER_NICHOLAS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,591,TRAINER_MACEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MossdeepCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,592,TRAINER_BRENDAN_RUSTBORO_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104|RustboroCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,593,TRAINER_BRENDAN_RUSTBORO_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104|RustboroCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,594,TRAINER_PAXTON,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route132,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,597,TRAINER_TABITHA_MT_CHIMNEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtChimney,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,598,TRAINER_JONATHAN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route132,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,599,TRAINER_BRENDAN_RUSTBORO_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104|RustboroCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,600,TRAINER_MAY_RUSTBORO_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route104|RustboroCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,601,TRAINER_MAXIE_MAGMA_HIDEOUT,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_4F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,602,TRAINER_MAXIE_MT_CHIMNEY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtChimney,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,603,TRAINER_TIANA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route102,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,606,TRAINER_VIVI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,611,TRAINER_SALLY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle1,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,612,TRAINER_ROBIN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110_TrickHousePuzzle1,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,615,TRAINER_RICK,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps and delete its party block: Route102,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,627,TRAINER_TRENT_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route112,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,628,TRAINER_LENNY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,629,TRAINER_LUCAS_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,631,TRAINER_CLARK,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route116,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,635,TRAINER_MIKE_2,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: RusturfTunnel,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,64,TRAINER_RICKY_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route109,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,640,TRAINER_DEZ_AND_LUKE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MtPyre_2F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,641,TRAINER_LEA_AND_JED,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: SSTidalCorridor|SSTidalRooms,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,642,TRAINER_KIRA_AND_DAN_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: AbandonedShip_Rooms2_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,647,TRAINER_JOHANNA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route109_SeashoreHouse,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,649,TRAINER_VIVIAN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MauvilleCity_Gym,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,652,TRAINER_KEIGO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route120,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,656,TRAINER_WALLY_MAUVILLE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MauvilleCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,657,TRAINER_WALLY_VR_2,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: VictoryRoad_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,661,TRAINER_BRENDAN_LILYCOVE_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LilycoveCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,662,TRAINER_BRENDAN_LILYCOVE_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LilycoveCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,663,TRAINER_BRENDAN_LILYCOVE_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LilycoveCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,664,TRAINER_MAY_LILYCOVE_MUDKIP,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LilycoveCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,665,TRAINER_MAY_LILYCOVE_TREECKO,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LilycoveCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,666,TRAINER_MAY_LILYCOVE_TORCHIC,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: LilycoveCity,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,669,TRAINER_ROGER,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route127,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,671,TRAINER_RUBEN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route128,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,672,TRAINER_KOJI_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route127,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,675,TRAINER_REED,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route129,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,676,TRAINER_TISHA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route129,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,677,TRAINER_TORI_AND_TIA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route113,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,678,TRAINER_KIM_AND_IRIS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route125,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,679,TRAINER_TYRA_AND_IVY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,680,TRAINER_MEL_AND_PAUL,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route109,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,681,TRAINER_JOHN_AND_JAY_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MeteorFalls_1F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,686,TRAINER_RELI_AND_IAN,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route131,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,687,TRAINER_LILA_AND_ROY_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route124,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,692,TRAINER_LISA_AND_RAY,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route107,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,695,TRAINER_SARAH,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route116,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,699,TRAINER_KALEB,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,700,TRAINER_JOSEPH,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route110,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,702,TRAINER_MARCOS,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,703,TRAINER_RHETT,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route103,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,704,TRAINER_TYRON,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,706,TRAINER_BIANCA,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route111,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,708,TRAINER_SOPHIE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route113,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,710,TRAINER_LAWRENCE,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route113,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,711,TRAINER_WYATT,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route113,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,713,TRAINER_KAI,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: Route114,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,716,TRAINER_GRUNT_MAGMA_HIDEOUT_1,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_1F,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,719,TRAINER_GRUNT_MAGMA_HIDEOUT_4,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_1R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,720,TRAINER_GRUNT_MAGMA_HIDEOUT_5,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_1R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,721,TRAINER_GRUNT_MAGMA_HIDEOUT_6,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,722,TRAINER_GRUNT_MAGMA_HIDEOUT_7,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,723,TRAINER_GRUNT_MAGMA_HIDEOUT_8,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_2F_2R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
2,REMOVE_INACCESSIBLE_LEGACY_BATTLE,724,TRAINER_GRUNT_MAGMA_HIDEOUT_9,legacy_trigger_and_optional_party,REMOVE,Remove trainer trigger(s) from statically unreachable legacy maps: MagmaHideout_3F_1R,Delete/reclaim the constant only after all engine/rematch/PWT references are gone,CONCLUIDO
