row,NatDex,Geracao,Familia,Especie_Forma,Constante,Arquivo,TipoEdicao,MacroOuStruct,AbilitiesNaturaisReais,InnatesAplicadas,InnatesSugeridasPlanilha,Status,Observacao
140,666,6,SCATTERBUG,VIVILLON_POLAR,SPECIES_VIVILLON_POLAR,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
141,666,6,SCATTERBUG,VIVILLON_RIVER,SPECIES_VIVILLON_RIVER,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
142,666,6,SCATTERBUG,VIVILLON_SANDSTORM,SPECIES_VIVILLON_SANDSTORM,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
143,666,6,SCATTERBUG,VIVILLON_SAVANNA,SPECIES_VIVILLON_SAVANNA,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
144,666,6,SCATTERBUG,VIVILLON_SUN,SPECIES_VIVILLON_SUN,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
145,666,6,SCATTERBUG,VIVILLON_TUNDRA,SPECIES_VIVILLON_TUNDRA,src/data/pokemon/species_info/gen_6_families.h,macro,VIVILLON_MISC_INFO,"ABILITY_SHIELD_DUST, ABILITY_COMPOUND_EYES, ABILITY_FRIEND_GUARD","ABILITY_TINTED_LENS, ABILITY_WINDCALLER, ABILITY_MANEUVERABILITY","ABILITY_COMPOUND_EYES, ABILITY_SHIELD_DUST, ABILITY_TINTED_LENS",implementado (override do usuario),"Sugestao original da planilha (COMPOUND_EYES, SHIELD_DUST, TINTED_LENS) duplicava abilities naturais reais (SHIELD_DUST, COMPOUND_EYES); usuario definiu novo conjunto sem conflito: TINTED_LENS, WINDCALLER, MANEUVERABILITY."
146,674,6,PANCHAM,Pancham,SPECIES_PANCHAM,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_PANCHAM,"ABILITY_IRON_FIST, ABILITY_MOLD_BREAKER, ABILITY_SCRAPPY",ABILITY_GUTS,ABILITY_GUTS,implementado,
147,675,6,PANCHAM,Pangoro,SPECIES_PANGORO,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_PANGORO,"ABILITY_IRON_FIST, ABILITY_MOLD_BREAKER, ABILITY_SCRAPPY","ABILITY_GUTS, ABILITY_DEFIANT, ABILITY_BREAKING_PRESENCE","ABILITY_GUTS, ABILITY_DEFIANT, ABILITY_BREAKING_PRESENCE",implementado,
148,676,6,FURFROU,FURFROU_DANDY,SPECIES_FURFROU_DANDY,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
149,676,6,FURFROU,FURFROU_DEBUTANTE,SPECIES_FURFROU_DEBUTANTE,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
150,676,6,FURFROU,FURFROU_DIAMOND,SPECIES_FURFROU_DIAMOND,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
151,676,6,FURFROU,FURFROU_HEART,SPECIES_FURFROU_HEART,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
152,676,6,FURFROU,FURFROU_KABUKI,SPECIES_FURFROU_KABUKI,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
153,676,6,FURFROU,FURFROU_LA_REINE,SPECIES_FURFROU_LA_REINE,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
154,676,6,FURFROU,FURFROU_MATRON,SPECIES_FURFROU_MATRON,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
155,676,6,FURFROU,FURFROU_NATURAL,SPECIES_FURFROU_NATURAL,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
156,676,6,FURFROU,FURFROU_PHARAOH,SPECIES_FURFROU_PHARAOH,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
157,676,6,FURFROU,FURFROU_STAR,SPECIES_FURFROU_STAR,src/data/pokemon/species_info/gen_6_families.h,macro,FURFROU_MISC_INFO,"ABILITY_FUR_COAT, ABILITY_NONE, ABILITY_NONE","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST","ABILITY_DAZZLING, ABILITY_TRUE_GRIT, ABILITY_GENERALIST",implementado,
158,682,6,SPRITZEE,Spritzee,SPECIES_SPRITZEE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_SPRITZEE,"ABILITY_HEALER, ABILITY_NONE, ABILITY_AROMA_VEIL",ABILITY_FRIEND_GUARD,ABILITY_FRIEND_GUARD,implementado,
159,683,6,SPRITZEE,Aromatisse,SPECIES_AROMATISSE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_AROMATISSE,"ABILITY_HEALER, ABILITY_NONE, ABILITY_AROMA_VEIL","ABILITY_REGENERATOR, ABILITY_SOOTHING, ABILITY_FRIEND_GUARD","ABILITY_REGENERATOR, ABILITY_SOOTHING, ABILITY_FRIEND_GUARD",implementado,
160,684,6,SWIRLIX,Swirlix,SPECIES_SWIRLIX,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_SWIRLIX,"ABILITY_SWEET_VEIL, ABILITY_NONE, ABILITY_UNBURDEN",ABILITY_FRIEND_GUARD,ABILITY_FRIEND_GUARD,implementado,
161,685,6,SWIRLIX,Slurpuff,SPECIES_SLURPUFF,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_SLURPUFF,"ABILITY_SWEET_VEIL, ABILITY_NONE, ABILITY_UNBURDEN","ABILITY_GLUTTONY, ABILITY_FRIEND_GUARD, ABILITY_SOOTHING","ABILITY_GLUTTONY, ABILITY_FRIEND_GUARD, ABILITY_SOOTHING",implementado,
162,694,6,HELIOPTILE,Helioptile,SPECIES_HELIOPTILE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_HELIOPTILE,"ABILITY_DRY_SKIN, ABILITY_SAND_VEIL, ABILITY_SOLAR_POWER",ABILITY_MOTOR_DRIVE,ABILITY_MOTOR_DRIVE,implementado,
163,695,6,HELIOPTILE,Heliolisk,SPECIES_HELIOLISK,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_HELIOLISK,"ABILITY_DRY_SKIN, ABILITY_SAND_VEIL, ABILITY_SOLAR_POWER","ABILITY_MOTOR_DRIVE, ABILITY_LIGHTNING_ROD, ABILITY_VOLT_ABSORB","ABILITY_MOTOR_DRIVE, ABILITY_LIGHTNING_ROD, ABILITY_VOLT_ABSORB",implementado,
164,702,6,DEDENNE,Dedenne,SPECIES_DEDENNE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_DEDENNE,"ABILITY_CHEEK_POUCH, ABILITY_PICKUP, ABILITY_PLUS","ABILITY_FRIEND_GUARD, ABILITY_MOTOR_DRIVE, ABILITY_LIGHTNING_ROD","ABILITY_FRIEND_GUARD, ABILITY_MOTOR_DRIVE, ABILITY_LIGHTNING_ROD",implementado,
165,703,6,CARBINK,Carbink,SPECIES_CARBINK,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_CARBINK,"ABILITY_CLEAR_BODY, ABILITY_NONE, ABILITY_STURDY","ABILITY_FILTER, ABILITY_SOLID_ROCK, ABILITY_ROCK_AND_STONE","ABILITY_FILTER, ABILITY_SOLID_ROCK, ABILITY_ROCK_AND_STONE",implementado,
166,710,6,PUMPKABOO,Pumpkaboo,SPECIES_PUMPKABOO_AVERAGE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_PUMPKABOO_AVERAGE,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA",ABILITY_CURSED_BODY,ABILITY_CURSED_BODY,implementado,
167,710,6,PUMPKABOO,Pumpkaboo,SPECIES_PUMPKABOO_LARGE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_PUMPKABOO_LARGE,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA",ABILITY_CURSED_BODY,ABILITY_CURSED_BODY,implementado,
168,710,6,PUMPKABOO,Pumpkaboo,SPECIES_PUMPKABOO_SMALL,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_PUMPKABOO_SMALL,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA",ABILITY_CURSED_BODY,ABILITY_CURSED_BODY,implementado,
169,710,6,PUMPKABOO,Pumpkaboo,SPECIES_PUMPKABOO_SUPER,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_PUMPKABOO_SUPER,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA",ABILITY_CURSED_BODY,ABILITY_CURSED_BODY,implementado,
170,711,6,PUMPKABOO,Gourgeist,SPECIES_GOURGEIST_AVERAGE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_GOURGEIST_AVERAGE,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY",implementado,
171,711,6,PUMPKABOO,Gourgeist,SPECIES_GOURGEIST_LARGE,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_GOURGEIST_LARGE,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY",implementado,
172,711,6,PUMPKABOO,Gourgeist,SPECIES_GOURGEIST_SMALL,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_GOURGEIST_SMALL,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY",implementado,
173,711,6,PUMPKABOO,Gourgeist,SPECIES_GOURGEIST_SUPER,src/data/pokemon/species_info/gen_6_families.h,direct,SPECIES_GOURGEIST_SUPER,"ABILITY_PICKUP, ABILITY_FRISK, ABILITY_INSOMNIA","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY","ABILITY_HARVEST, ABILITY_FLUFFY, ABILITY_CURSED_BODY",implementado,
174,774,7,MINIOR,MINIOR_CORE_BLUE,SPECIES_MINIOR_CORE_BLUE,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
175,774,7,MINIOR,MINIOR_CORE_GREEN,SPECIES_MINIOR_CORE_GREEN,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
176,774,7,MINIOR,MINIOR_CORE_INDIGO,SPECIES_MINIOR_CORE_INDIGO,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
177,774,7,MINIOR,MINIOR_CORE_ORANGE,SPECIES_MINIOR_CORE_ORANGE,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
178,774,7,MINIOR,MINIOR_CORE_RED,SPECIES_MINIOR_CORE_RED,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
179,774,7,MINIOR,MINIOR_CORE_VIOLET,SPECIES_MINIOR_CORE_VIOLET,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
180,774,7,MINIOR,MINIOR_CORE_YELLOW,SPECIES_MINIOR_CORE_YELLOW,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
181,774,7,MINIOR,MINIOR_METEOR_BLUE,SPECIES_MINIOR_METEOR_BLUE,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
182,774,7,MINIOR,MINIOR_METEOR_GREEN,SPECIES_MINIOR_METEOR_GREEN,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
183,774,7,MINIOR,MINIOR_METEOR_INDIGO,SPECIES_MINIOR_METEOR_INDIGO,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
184,774,7,MINIOR,MINIOR_METEOR_ORANGE,SPECIES_MINIOR_METEOR_ORANGE,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
185,774,7,MINIOR,MINIOR_METEOR_RED,SPECIES_MINIOR_METEOR_RED,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
186,774,7,MINIOR,MINIOR_METEOR_VIOLET,SPECIES_MINIOR_METEOR_VIOLET,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
187,774,7,MINIOR,MINIOR_METEOR_YELLOW,SPECIES_MINIOR_METEOR_YELLOW,src/data/pokemon/species_info/gen_7_families.h,macro,MINIOR_MISC_INFO,"ABILITY_SHIELDS_DOWN, ABILITY_NONE, ABILITY_NONE","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY","ABILITY_COSMIC_FORM, ABILITY_LEVITATE, ABILITY_ADAPTABILITY",implementado,
