id,name,has_party,used_map_script,used_other_system,status,accessible,reason
433,TRAINER_JAY,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
434,TRAINER_MADELINE_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
435,TRAINER_CLARISSA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
436,TRAINER_ANGELICA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
437,TRAINER_MADELINE_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
438,TRAINER_MADELINE_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
439,TRAINER_MADELINE_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
440,TRAINER_MADELINE_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
441,TRAINER_BEVERLY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
442,TRAINER_CHUCK_1_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
443,TRAINER_KYLA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
444,TRAINER_DENISE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
445,TRAINER_BETH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
446,TRAINER_TARA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
447,TRAINER_MISSY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
448,TRAINER_ALICE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
449,TRAINER_GRUNT_30,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
450,TRAINER_GRACE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
451,TRAINER_TANYA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
452,TRAINER_SHARON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
453,TRAINER_NIKKI,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
454,TRAINER_BRENDA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
455,TRAINER_KATIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
456,TRAINER_SUSIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
457,TRAINER_KARA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
458,TRAINER_DANA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
459,TRAINER_SIENNA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
460,TRAINER_DEBRA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
461,TRAINER_LINDA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
462,TRAINER_KAYLEE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
463,TRAINER_LAUREL,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
464,TRAINER_GRUNT,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
465,TRAINER_GRUNT_31,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
466,TRAINER_GRUNT_32,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
467,TRAINER_PETREL_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
468,TRAINER_ARCHER,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
469,TRAINER_HEIDI,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
470,TRAINER_DARIN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
471,TRAINER_CAROL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
472,TRAINER_NANCY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
473,TRAINER_MARTHA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
474,TRAINER_KAZU,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
475,TRAINER_GRUNT_8,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
476,TRAINER_IRENE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
477,TRAINER_KEITH,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
478,TRAINER_KELLY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
479,TRAINER_KEN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
480,TRAINER_KEANDRA,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
481,TRAINER_AMY_AND_MAY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
482,TRAINER_ANN_AND_ANNE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
483,TRAINER_RUTH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
484,TRAINER_MIU_AND_YUKI,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
485,TRAINER_AMY_AND_LIV_3,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
486,TRAINER_RYAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
487,TRAINER_AMY_AND_LIV_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
488,TRAINER_AMY_AND_LIV_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
489,TRAINER_AMY_AND_LIV_6,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
490,TRAINER_HUEY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
491,TRAINER_EDMOND,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
492,TRAINER_MIKE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
493,TRAINER_DWAYNE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
494,TRAINER_PHILLIP,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
495,TRAINER_LEONARD,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
496,TRAINER_DUNCAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
497,TRAINER_MIKEY,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
498,TRAINER_MIKI,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
499,TRAINER_MILLER,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
500,TRAINER_MITCH,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
501,TRAINER_ELI,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
502,TRAINER_CARRIE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
503,TRAINER_RIVAL_TOTODILE_4,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
504,TRAINER_JONAS,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
505,TRAINER_KAYLEY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
506,TRAINER_CLYDE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
507,TRAINER_KELVIN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
508,TRAINER_MARLEY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
509,TRAINER_REYNA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
510,TRAINER_CHUCK_1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
511,TRAINER_GRUNT_27,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
512,TRAINER_LOLA,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
513,TRAINER_JASMINE_1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
514,TRAINER_TABITHA_MOSSDEEP,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
515,TRAINER_LORI,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
516,TRAINER_MARGRET,Yes,No,Rematch/MatchCall,OK,Yes,Has party and is triggered via: Rematch/MatchCall
517,TRAINER_MARKUS,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
518,TRAINER_MARTIN,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
519,TRAINER_WALLY_VR_1,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
520,TRAINER_THOM_AND_KAE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
521,TRAINER_DUFF_AND_EDA,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
522,TRAINER_BRENDAN_ROUTE_119_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
523,TRAINER_BRENDAN_ROUTE_103_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
524,TRAINER_BRENDAN_ROUTE_110_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
525,TRAINER_BRENDAN_ROUTE_119_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
526,TRAINER_BRENDAN_ROUTE_103_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
527,TRAINER_BRENDAN_ROUTE_110_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
528,TRAINER_BRENDAN_ROUTE_119_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
529,TRAINER_MAY_ROUTE_103_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
530,TRAINER_MAY_ROUTE_110_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
531,TRAINER_MAY_ROUTE_119_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
532,TRAINER_MAY_ROUTE_103_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
533,TRAINER_MAY_ROUTE_110_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
534,TRAINER_MAY_ROUTE_119_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
535,TRAINER_MAY_ROUTE_103_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
536,TRAINER_MAY_ROUTE_110_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
537,TRAINER_MAY_ROUTE_119_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
538,TRAINER_CHUCK_1_3,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
539,TRAINER_JOE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
540,TRAINER_MITCHELL,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
541,TRAINER_CLAIR_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
542,TRAINER_CLAIR_2,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
543,TRAINER_BROCK,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
544,TRAINER_MISTY,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
545,TRAINER_LYDIA_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
546,TRAINER_PRYCE_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
547,TRAINER_RUSS,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
548,TRAINER_LYDIA_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
549,TRAINER_LYDIA_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
550,TRAINER_LYDIA_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
551,TRAINER_LYDIA_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
552,TRAINER_RIVAL_CHIKORITA_4,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
553,TRAINER_LORENZO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
554,TRAINER_SEBASTIAN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
555,TRAINER_RIVAL_CHIKORITA_5,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
556,TRAINER_RIVAL_CHIKORITA_6,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
557,TRAINER_RIVAL_CHIKORITA_7,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
558,TRAINER_RIVAL_CYNDAQUIL_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
559,TRAINER_GRUNT_3,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
560,TRAINER_EUSINE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
561,TRAINER_SOPHIA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
562,TRAINER_GRUNT_4,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
563,TRAINER_GRUNT_5,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
564,TRAINER_GRUNT_6,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
565,TRAINER_GRUNT_7,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
566,TRAINER_JULIO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
567,TRAINER_VANCE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
568,TRAINER_STEVEN2,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
569,TRAINER_TOBY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
570,TRAINER_TERRELL,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
571,TRAINER_MARC,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
572,TRAINER_BRENDEN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
573,TRAINER_LILITH,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
574,TRAINER_HARVEY,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
575,TRAINER_SYLVIA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
576,TRAINER_LEONARDO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
577,TRAINER_CHOW,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
578,TRAINER_PRYCE_1_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
579,TRAINER_THEO,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
580,TRAINER_GRUNT_24,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
581,TRAINER_TERRY,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
582,TRAINER_NATE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
583,TRAINER_KATHLEEN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
584,TRAINER_CLIFFORD,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
585,TRAINER_NICHOLAS,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
586,TRAINER_WALT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
587,TRAINER_WALTER,Yes,No,-,ORPHANED_PARTY,No,Has a full party defined but is never referenced by any script or game system found
588,TRAINER_WILTON,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
589,TRAINER_YOSHI,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
590,TRAINER_ZACH,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
591,TRAINER_MACEY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
592,TRAINER_BRENDAN_RUSTBORO_TREECKO,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
593,TRAINER_BRENDAN_RUSTBORO_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
594,TRAINER_PAXTON,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
595,TRAINER_BLUE,Yes,Yes,BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
596,TRAINER_BUGSY_1,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
597,TRAINER_TABITHA_MT_CHIMNEY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
598,TRAINER_JONATHAN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
599,TRAINER_BRENDAN_RUSTBORO_TORCHIC,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
600,TRAINER_MAY_RUSTBORO_MUDKIP,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
601,TRAINER_MAXIE_MAGMA_HIDEOUT,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
602,TRAINER_MAXIE_MT_CHIMNEY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
603,TRAINER_TIANA,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
604,TRAINER_WHITNEY_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
605,TRAINER_RIVAL_TOTODILE_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
606,TRAINER_VIVI,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
607,TRAINER_WHITNEY_2,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
608,TRAINER_MORTY_1,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
609,TRAINER_MORTY_2,Yes,Yes,Rematch/MatchCall|BattleDome/PWT,OK,Yes,Has party and is triggered by a map trainerbattle script
610,TRAINER_JAMIE,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
611,TRAINER_SALLY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
612,TRAINER_ROBIN,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
613,TRAINER_BRIAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
614,TRAINER_HARRY,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
615,TRAINER_RICK,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
616,TRAINER_LYLE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
617,TRAINER_JOSE,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
618,TRAINER_DOUG,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
619,TRAINER_GREG,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
620,TRAINER_KENT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
621,TRAINER_RIVAL_CYNDAQUIL_4,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
622,TRAINER_RIVAL_CYNDAQUIL_5,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
623,TRAINER_RIVAL_CYNDAQUIL_6,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
624,TRAINER_RIVAL_CYNDAQUIL_7,Yes,Yes,Rematch/MatchCall,OK,Yes,Has party and is triggered by a map trainerbattle script
625,TRAINER_RIVAL_TOTODILE_2,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
626,TRAINER_ELLIOT,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
627,TRAINER_TRENT_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
628,TRAINER_LENNY,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
629,TRAINER_LUCAS_1,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
630,TRAINER_ALAN,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
631,TRAINER_CLARK,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
632,TRAINER_ERIC,Yes,Yes,-,OK,Yes,Has party and is triggered by a map trainerbattle script
633,TRAINER_LUCAS_2,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
634,TRAINER_MIKE_1,No,No,-,UNUSED_NAMED_ID,N/A,Named constant exists in opponents.h but has no party and is never referenced anywhere
635,TRAINER_MIKE_2,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
636,TRAINER_TRENT_2,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
637,TRAINER_TRENT_3,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
638,TRAINER_TRENT_4,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
639,TRAINER_TRENT_5,No,No,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by Rematch/MatchCall but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
640,TRAINER_DEZ_AND_LUKE,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
641,TRAINER_LEA_AND_JED,No,Yes,-,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
642,TRAINER_KIRA_AND_DAN_1,No,Yes,Rematch/MatchCall,BROKEN_REFERENCE,No,Referenced by map script but has NO party defined in trainers.party (battle would use an empty/zeroed trainer)
